Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
54870256,There Is No Antimemetics Division,qntm,"qntm, qntm",Sam  Hughes,"=""""","=""""",5,4.16,,Kindle Edition,220,2020,2020,2025/10/26,2025/10/26,,,read,"Very cool, very interesting, very weird.",,,1,0
173338910,"Waybound (Cradle, #12)",Will Wight,"Wight, Will",,"=""""","=""""",0,4.62,Hidden Gnome Publishing,Kindle Edition,518,2023,2023,2025/10/23,2025/10/23,,,read,,,,1,0
59515764,"Dreadgod (Cradle, #11)",Will Wight,"Wight, Will",,"=""""","=""""",0,4.62,Hidden Gnome Publishing,Kindle Edition,464,2022,2022,2025/10/23,2025/10/23,,,read,,,,1,0
57640065,"Reaper (Cradle, #10)",Will Wight,"Wight, Will",,"=""""","=""""",0,4.66,Hidden Gnome Publishing,Kindle Edition,465,2021,2021,2025/10/23,2025/10/23,,,read,,,,1,0
55595995,"Bloodline (Cradle, #9)",Will Wight,"Wight, Will",,"=""""","=""""",0,4.50,Hidden Gnome Publishing,Kindle Edition,378,2021,2021,2025/10/15,2025/10/15,,,read,,,,1,0
50789354,"Uncrowned (Cradle, #7)",Will Wight,"Wight, Will",,"=""""","=""""",0,4.57,Hidden Gnome Publishing,Kindle Edition,336,2019,2019,2025/10/15,2025/10/15,,,read,,,,1,0
55423083,"Wintersteel (Cradle, #8)",Will Wight,"Wight, Will",,"=""""","=""""",0,4.68,Hidden Gnome Publishing,Paperback,540,2020,2020,2025/10/09,2025/10/09,,,read,,,,1,0
43895031,"Underlord (Cradle, #6)",Will Wight,"Wight, Will",,"=""""","=""""",0,4.61,Hidden Gnome Publishing,Kindle Edition,400,2019,2019,2025/10/08,2025/10/08,,,read,,,,1,0
40280403,"Ghostwater (Cradle, #5)",Will Wight,"Wight, Will",,"=""""","=""""",0,4.55,Hidden Gnome Publishing,Kindle Edition,310,2018,2018,2025/10/07,2025/10/07,,,read,,,,1,0
36332410,"Skysworn (Cradle, #4)",Will Wight,"Wight, Will",,"=""""","=""""",0,4.38,Hidden Gnome Publishing,Kindle Edition,292,2017,2017,2025/10/07,2025/10/07,,,read,,,,1,0
35023786,"Blackflame (Cradle, #3)",Will Wight,"Wight, Will",,"=""""","=""""",0,4.50,Hidden Gnome Publishing,Kindle Edition,370,2017,2017,2025/10/07,2025/10/07,,,read,,,,1,0
32283608,"Soulsmith (Cradle, #2)",Will Wight,"Wight, Will",,"=""""","=""""",0,4.32,Hidden Gnome Publishing,Kindle Edition,284,2016,2016,2025/10/07,2025/10/07,,,read,,,,1,0
30558257,"Unsouled (Cradle, #1)",Will Wight,"Wight, Will",,"=""""","=""""",0,4.14,Hidden Gnome Publishing,Kindle Edition,294,2016,2016,2025/10/03,2025/10/03,,,read,,,,1,0
150779155,"The Invention of Prehistory: Empire, Violence, and Our Obsession with Human Origins",Stefanos Geroulanos,"Geroulanos, Stefanos",,"=""1324091452""","=""9781324091455""",4,3.73,Liveright,Hardcover,512,2024,2024,,2025/07/25,,,read,,,,1,0
61539,The Structure of Scientific Revolutions,Thomas S. Kuhn,"Kuhn, Thomas S.",,"=""0226458083""","=""9780226458083""",0,4.03,University of Chicago Press,Paperback,226,1996,1962,,2025/07/05,to-read,to-read (#18),to-read,,,,0,0
40180098,The Overstory,Richard Powers,"Powers, Richard",,"=""039335668X""","=""9780393356687""",0,4.11,W.W. Norton & Company,Paperback,502,2019,2018,,2025/06/07,to-read,to-read (#17),to-read,,,,0,0
214331246,"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,"Collins, Suzanne",,"=""1546171460""","=""9781546171461""",4,4.51,Scholastic Press,Hardcover,387,2025,2025,2025/06/04,2025/06/04,,,read,3.5,,,1,0
39913740,"The Sentence is Death (Hawthorne & Horowitz, #2)",Anthony Horowitz,"Horowitz, Anthony",,"=""""","=""""",3,3.98,Cornerstone Digital,ebook,373,2018,2018,2025/05/27,2025/05/27,,,read,"Pretty mid, at least it wasn’t predictable tho…",,,1,0
179311316,Why We Die: The New Science of Aging and the Quest for Immortality,Venki Ramakrishnan,"Ramakrishnan, Venki",,"=""0063113279""","=""9780063113275""",4,4.03,William Morrow,Hardcover,320,2024,2024,2025/05/20,2025/05/20,,,read,,,,1,0
171681821,The Anxious Generation: How the Great Rewiring of Childhood Caused an Epidemic of Mental Illness,Jonathan Haidt,"Haidt, Jonathan",,"=""0593655036""","=""9780593655030""",5,4.32,Penguin Press,Hardcover,400,2024,2024,2025/05/03,2025/05/03,,,read,Don’t think i disagreed with a single point. Very well written and easy to read,,,1,0
57423807,Plagues upon the Earth: Disease and the Course of Human History,Kyle Harper,"Harper, Kyle",,"=""069119212X""","=""9780691192123""",0,4.19,Princeton University Press,Hardcover,704,2021,2021,,2025/05/02,to-read,to-read (#16),to-read,,,,0,0
106835,The Intelligent Investor,Benjamin Graham,"Graham, Benjamin","Jason Zweig, Warren Buffett","=""0060555661""","=""9780060555665""",0,4.23,Harper Business,Paperback,623,2006,1949,,2025/04/10,to-read,to-read (#15),to-read,,,,0,0
13271378,Brother,David Chariandy,"Chariandy, David",,"=""0771022905""","=""9780771022906""",0,3.97,McClelland & Stewart,Hardcover,192,2017,2017,,2025/04/10,to-read,to-read (#14),to-read,,,,0,0
91950,The Myth of Sisyphus,Albert Camus,"Camus, Albert",Justin O'Brien,"=""0141182008""","=""9780141182001""",5,4.17,Penguin Classics,Paperback,192,2013,1942,2025/03/12,2025/03/12,,,read,Pretty absurd man<br/>4.5,,,1,0
18952341,"The Grace of Kings (The Dandelion Dynasty, #1)",Ken Liu,"Liu, Ken",,"=""1481424270""","=""9781481424271""",3,3.80,Saga Press,Hardcover,640,2015,2015,2025/03/10,2025/03/10,,,read,Mid,,,1,0
36064445,Skin in the Game: The Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0241300657""","=""9780241300657""",3,3.91,Allen Lane,Paperback,272,2018,2018,2025/02/23,2025/02/23,,,read,Very opinionated - should have probably read some of the other books in the series first,,,1,0
43174603,"The Fires of Vengeance (The Burning, #2)",Evan Winter,"Winter, Evan",,"=""""","=""""",0,4.38,,ebook,529,2020,2020,2025/02/22,2025/02/22,,,read,,,,1,0
35297608,The Second Kind of Impossible: The Extraordinary Quest for a New Form of Matter,Paul J. Steinhardt,"Steinhardt, Paul J.",,"=""1476729921""","=""9781476729923""",0,4.28,Simon & Schuster,Hardcover,400,2019,2019,,2025/02/21,to-read,to-read (#13),to-read,,,,0,0
41952489,"The Rage of Dragons (The Burning, #1)",Evan Winter,"Winter, Evan",,"=""031648976X""","=""9780316489768""",4,4.31,Orbit,Hardcover,535,2019,2017,2025/02/21,2025/02/20,,,read,,,,1,0
17688,"The Metamorphosis, In the Penal Colony, and Other Stories: The Great Short Works of Franz Kafka",Franz Kafka,"Kafka, Franz","Anne Rice, Joachim Neugroschel, Willa Muir, Edwin Muir","=""0684800705""","=""9780684800707""",4,4.09,Scribner,Paperback,352,2000,1915,2025/01/30,2025/01/30,,,read,"Better than last time, gotta love the absurd",,,1,0
216017751,"This Inevitable Ruin (Dungeon Crawler Carl, #7)",Matt Dinniman,"Dinniman, Matt",,"=""""","=""""",3,4.68,,Kindle Edition,724,2024,2024,2025/01/02,2025/01/02,,,read,"Started 2025 finishing up the latest book from a series I started exactly a year ago. It seems to have lost the magic it once held for me, not sure if I’ll finish out the series - 3",,,1,0
28862,The Prince,Niccolò Machiavelli,"Machiavelli, Niccolò","Rufus Goodwin, Benjamin Martinez, W.K. Marriott, Denis Daly, Μαρία Κασωτάκη","=""0937832383""","=""9780937832387""",3,3.84,Dante University Press,Paperback,144,2014,1532,2024/12/29,2024/12/29,,,read,"Very Machiavellian (I read this book just to say that… )<br/>Shockingly, Machiavelli was not too evil, certainly amoral but likely more realistic and pragmatic for his time though. Despite this book’s small stature, it was a slog to get through. It certainly reflected its historical context, it quite literally was a book of advice for the ruler of a state, a very particular state in 15th century divided and warring Italy. I’m glad I stuck it through and finished the book, however Machiavelli has got to chill on the wordiness (11 lines was the longest sentence i spotted ",,,1,0
41817484,The Case Against Reality: Why Evolution Hid the Truth from Our Eyes,Donald D. Hoffman,"Hoffman, Donald D.",,"=""0393254690""","=""9780393254693""",0,3.87,W. W. Norton & Company,Hardcover,272,2019,,,2024/12/04,to-read,to-read (#12),to-read,,,,0,0
19494,"The Spy Who Came In from the Cold (George Smiley, #3)",John le Carré,"Carré, John le",,"=""""","=""9780743442534""",4,4.09,Scribner,Paperback,212,2001,1963,2024/12/01,2024/12/01,,,read,Chilling yet refreshing,,,1,0
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",2,4.37,Scribner,Hardcover,368,2017,2017,2024/10/16,2024/10/16,,,read,"Not really that much new information. It’s mostly a book about this guys experiments, personal thoughts, and weird business and computer analogies.<br/>Not very good",,,1,0
22878967,"The Shadow of What Was Lost (The Licanius Trilogy, #1)",James  Islington,"Islington, James",,"=""099258020X""","=""9780992580209""",3,4.14,Aslaradis Publishing,Paperback,595,2014,2014,2024/06/13,2024/06/13,,,read,3.5,,,1,0
57926137,Black Cake,Charmaine Wilkerson,"Wilkerson, Charmaine",,"=""""","=""""",0,4.08,Ballantine Books,Hardcover,385,2022,2022,,2024/10/12,to-read,to-read (#11),to-read,,,,0,0
17453187,"Mark of the Thief (Mark of the Thief, #1)",Jennifer A. Nielsen,"Nielsen, Jennifer A.",,"=""""","=""""",0,3.96,Scholastic Press,Kindle Edition,352,2015,2015,2024/10/12,2024/10/12,,,read,Not as gas as back in the day,,,1,0
59616977,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"Forte, Tiago",,"=""1982167386""","=""9781982167387""",4,4.03,Simon Element / Simon Acumen,Hardcover,272,2022,2022,2024/08/30,2024/08/30,,,read,"3.5, nothing groundbreaking but still pretty informative ",,,1,0
25342750,"Survival Quest (The Way of the Shaman, #1)",Vasily Mahanenko,"Mahanenko, Vasily",Natalia Nikitin,"=""""","=""""",1,4.16,Magic Dome Books,Kindle Edition,270,2015,2012,2024/08/30,2024/08/29,,,read,No plot and cringe dialogue ,,,1,0
214290546,Situational Awareness: The Decade Ahead,Leopold Aschenbrenner,"Aschenbrenner, Leopold",,"=""""","=""""",3,4.02,,ebook,165,2024,,2024/08/23,2024/08/23,,,read,"3.5<br/>Only an essay but 150 pages so im counting it idgaf. Interesting ideas, clearly very bright and written solidly but glazes over some important ideas<br/>",,,1,0
816440,War with the Newts,Karel Čapek,"Čapek, Karel",Ewald Osers,"=""0945774109""","=""9780945774105""",4,4.17,Catbird Press,Paperback,241,1990,1936,2024/08/14,2024/08/14,,,read,"An old and slightly frightening book, that with a modern lens seems to be an allegory for AI, and what will happen to the global economy once machines can outthink us ",,,1,0
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",4,4.31,Orbit,Paperback,561,2011,2011,2024/08/11,2024/08/11,,,read,,,,1,0
310612,A Confederacy of Dunces,John Kennedy Toole,"Toole, John Kennedy",Walker Percy,"=""0802130208""","=""9780802130204""",4,3.89,Grove Press,Paperback,394,1994,1980,2024/08/07,2024/08/07,,,read,"Like no story I’ve ever read, and no character has ever changed my mind as much as Ignatius Reilly from the start of the book to the end",,,1,0
176451879,"Kill for Me, Kill for You",Steve Cavanagh,"Cavanagh, Steve",,"=""1668049341""","=""9781668049341""",4,4.13,Atria Books,Hardcover,340,2024,2023,2024/07/31,2024/07/31,,,read,"4.25,<br/>Thought it was a good book even if the main “mystery” point was very predictable, but I don’t think that was the point of this novel. Have to agree with Ben that the ending was pretty solid which is rare for a mystery ",,,1,0
50548197,"A Deadly Education (The Scholomance, #1)",Naomi Novik,"Novik, Naomi",,"=""0593128486""","=""9780593128480""",3,3.93,Del Rey,Hardcover,320,2020,2020,2024/07/23,2023/07/05,,,read,"3.5<br/>quick read, thought it was good just nothing stood out",,,1,0
52504334,"A Master of Djinn (Dead Djinn Universe, #1)",P. Djèlí Clark,"Clark, P. Djèlí",,"=""1250267676""","=""9781250267672""",4,4.00,Tordotcom,Kindle Edition,438,2021,2021,2024/07/17,2024/07/17,,,read,3.5 Entertaining but twist was very telegraphed,,,1,0
56302573,Farenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",3,3.97,Qanun Nəşriyyatı,Unknown Binding,208,2019,1953,2024/07/11,2024/07/11,,,read,"3.5, <br/>thought it was written technically well, with good grammar and interesting if sometimes repetitive literary techniques. However, it’s a book from the 50’s and you can clearly see the authors personal views of how there is a degeneracy of society that I don’t love",,,1,0
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",5,4.04,W.W. Norton & Company,Paperback,498,2005,1997,2024/07/08,2024/07/08,,,read,"Helped answer many lingering questions on cultural evolution. My only gripe was that it’s clearly a product of its time, in that most of the commentary was solely focussed on counteracting racist ideology",,,1,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",4,3.80,Back Bay Books,Paperback,277,2001,1951,2024/07/08,2024/07/08,,,read,"4.25,<br/>On my journey to read more classic books. Very short and engaging throughout, it’s incredibly how a good author can really flesh out a story",,,1,0
199061999,"Fourth Wing (Empyrian-serien, #1)",Rebecca Yarros,"Yarros, Rebecca","Julie Rosendahl, Anders Bruhn Kristensen, Amy Acosta, Elizabeth Turner Stokes, Melanie Korte","=""8740090388""","=""9788740090383""",4,4.57,Hr. Ferdinand,Paperback,612,2023,2023,2024/05/31,2024/05/31,,,read,3. 5 Not what I expected but not bad,,,1,0
92121,"Nine Princes in Amber (The Chronicles of Amber, #1)",Roger Zelazny,"Zelazny, Roger",,"=""0380014300""","=""9780380014309""",3,4.04,Avon,Mass Market Paperback,175,1986,1970,2024/05/29,2024/05/29,,,read,Alright,,,1,0
34928122,Artemis,Andy Weir,"Weir, Andy",,"=""0553448129""","=""9780553448122""",3,3.69,Crown,Hardcover,305,2017,2017,2024/05/23,2024/05/23,,,read,3.5,,,1,0
36510196,"Old Man's War (Old Man's War, #1)",John Scalzi,"Scalzi, John",,"=""""","=""""",4,4.23,Tor Books,Kindle Edition,318,2007,2005,2024/05/22,2024/05/22,,,read,"3.5, a little slow at the start but picked up and was interesting. I’ll read the next one but there’s way too many books in this series",,,1,0
61714633,"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,"Grann, David",,"=""0385534264""","=""9780385534260""",0,4.17,Doubleday,Hardcover,352,2023,2023,,2024/05/21,to-read,to-read (#10),to-read,,,,0,0
3227063,"The Way of Shadows (Night Angel, #1)",Brent Weeks,"Weeks, Brent",,"=""0316033677""","=""9780316033671""",2,4.15,Orbit,Mass Market Paperback,645,2008,2008,2024/05/19,2024/05/19,,,read,Not worth getting burnt in the sun over ,,,1,0
199798488,I'm Afraid You've Got Dragons,Peter S. Beagle,"Beagle, Peter S.",,"=""1668025272""","=""9781668025277""",3,3.63,Saga Press,Hardcover,278,2024,2024,2024/05/17,2024/05/17,,,read,Mid,,,1,0
104097,"Sailing to Sarantium (The Sarantine Mosaic, #1)",Guy Gavriel Kay,"Kay, Guy Gavriel",,"=""0743450094""","=""9780743450096""",0,4.20,Earthlight,Paperback,448,2002,1998,,2024/05/04,to-read,to-read (#9),to-read,,,,0,0
1391817,The Minds of Billy Milligan,Daniel Keyes,"Keyes, Daniel",,"=""0394519434""","=""9780394519432""",5,4.28,Random House,Hardcover,374,1981,1981,2024/04/01,2024/04/01,,,read,Probably the most interesting story of a person I have ever read. The resiliency of the human mind is incredible and this is an unreal true story that reads like fiction,,,1,0
35820369,The Rise and Fall of the Dinosaurs: A New History of a Lost World,Steve Brusatte,"Brusatte, Steve",,"=""0062490427""","=""9780062490421""",5,4.21,Mariner Books,Hardcover,404,2018,2018,2024/03/28,2024/03/28,,,read,4.5 honestly very good for a history book just took me a minute to finish it ,,,1,0
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""015603008X""","=""9780156030083""",5,4.24,Harvest Books,Paperback,311,2004,1966,2024/03/04,2024/03/04,,,read,Genuinely incredible and a very unique way to tell a story,,,1,0
603515,"The Hound of Rowan (The Tapestry, #1)",Henry H. Neff,"Neff, Henry H.",,"=""0375838945""","=""9780375838941""",5,4.05,Random House Books for Young Readers,Hardcover,419,2007,2007,2024/02/18,2024/02/18,,,read,Classic banger,,,2,0
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",0,4.13,Riverhead Books,Hardcover,339,2019,2019,2024/01/23,2024/01/23,,,read,,,,1,0
125887685,"The Eye of the Bedlam Bride (Dungeon Crawler Carl, #6)",Matt Dinniman,"Dinniman, Matt",,"=""""","=""""",0,4.66,Dandy House,Kindle Edition,794,2023,2023,2024/01/14,2024/01/14,,,read,,,,1,0
60233239,"The Butcher's Masquerade (Dungeon Crawler Carl, #5)",Matt Dinniman,"Dinniman, Matt",,"=""""","=""""",0,4.69,Dandy House,Kindle Edition,732,2022,2022,2024/01/12,2024/01/12,,,read,,,,1,0
57905101,"The Gate of the Feral Gods (Dungeon Crawler Carl, #4)",Matt Dinniman,"Dinniman, Matt",,"=""""","=""""",0,4.55,Dandy House,Kindle Edition,586,2021,2021,2024/01/09,2024/01/09,,,read,,,,1,0
57001971,"The Dungeon Anarchist's Cookbook (Dungeon Crawler Carl, #3)",Matt Dinniman,"Dinniman, Matt",,"=""""","=""""",0,4.44,Dandy House,Kindle Edition,534,2021,2021,2024/01/06,2024/01/06,,,read,,,,1,0
56377548,"Carl's Doomsday Scenario (Dungeon Crawler Carl, #2)",Matt Dinniman,"Dinniman, Matt",,"=""""","=""""",0,4.51,Dandy House,Kindle Edition,364,2021,2021,2024/01/04,2024/01/04,,,read,,,,1,0
